customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
9947-OTFQU,medium,0.6089,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0322-YINQP,medium,0.5246,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0959-WHOKV,low,0.3098,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4075-JFPGR,low,0.1033,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4629-NRXKX,medium,0.5293,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9514-JDSKI,high,0.7289,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3282-ZISZV,low,0.0687,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3675-YDUPJ,low,0.1003,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4111-BNXIF,low,0.0332,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7017-VFHAY,low,0.0817,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6655-LHBYW,low,0.1578,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4959-JOSRX,medium,0.5402,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5046-NUHWD,low,0.1974,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7273-TEFQD,medium,0.6204,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3606-TWKGI,medium,0.6992,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7529-ZDFXI,low,0.3904,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7605-BDWDC,low,0.0250,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1950-KSVVJ,low,0.1262,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0123-CRBRT,low,0.0169,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6292-TOSSS,low,0.0170,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3197-ARFOY,medium,0.6374,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6323-AYBRX,low,0.0101,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7014-ZZXAW,low,0.0082,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4385-GZQXV,medium,0.5654,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7633-MVPUY,low,0.0283,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6366-ZGQGL,medium,0.5085,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4716-HHKQH,medium,0.4449,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5940-AHUHD,medium,0.6977,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6432-TWQLB,medium,0.6859,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4484-GLZOU,medium,0.5239,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3179-GBRWV,low,0.2376,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8645-KWHJO,low,0.2552,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4130-MZLCC,low,0.3100,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0314-TKOSI,low,0.2643,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8229-MYEJZ,low,0.2866,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2080-SRCDE,low,0.2301,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9577-WJVCQ,low,0.0897,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9512-UIBFX,low,0.2781,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6202-DYYFX,low,0.1559,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3808-HFKDE,low,0.3393,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5583-SXDAG,high,0.7429,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3488-PGMQJ,medium,0.6567,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3580-REOAC,low,0.3011,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7534-BFESC,medium,0.4421,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3727-OWVYD,low,0.0377,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2294-SALNE,low,0.0668,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4847-TAJYI,high,0.7745,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
1563-IWQEX,low,0.0899,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8203-XJZRC,low,0.2882,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6556-DBKZF,low,0.0560,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6851-WEFYX,medium,0.5622,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2985-JUUBZ,low,0.3025,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6390-DSAZX,high,0.7003,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0895-LMRSF,low,0.0995,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8098-LLAZX,high,0.8264,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
8266-VBFQL,medium,0.5866,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8181-YHCMF,low,0.0183,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2240-HSJQD,low,0.3972,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1248-DYXUB,low,0.0131,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0265-EDXBD,medium,0.4950,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4115-BNPJY,low,0.0169,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3167-SNQPL,medium,0.4546,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4091-TVOCN,low,0.0657,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1098-TDVUQ,low,0.2645,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7277-OZCGZ,medium,0.4255,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1557-EMYVT,low,0.1285,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2799-ARNLO,medium,0.6259,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7563-BIUPC,high,0.7165,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5027-YOCXN,low,0.1920,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3973-SKMLN,low,0.0076,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2321-OMBXY,low,0.0816,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2840-XANRC,medium,0.4801,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6745-JEFZB,low,0.3115,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5020-ZSTTY,low,0.0646,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9880-TDQAC,low,0.0197,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8705-WZCYL,medium,0.6682,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7102-JJVTX,low,0.1367,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
